State Display Name,State URL Name,State Court URL,,State Display Name,State URL Name,District Display Name,District URL Name,Temp1,Temp2,District Court URL,Case Number,FIR Number,Party Name,Advocate Name,Case Code,Act,Case Type,Case Number,Court Number,Party Name,Order Date,Case List,StateInterim,StateFinal,DistrictInterim,DistrictFinal
,,,,Bihar,bihar,Sheohar,/sheohar,,<li><a href='https://districts.ecourts.gov.in/sheohar'>Sheohar</a></li>,https://districts.ecourts.gov.in/sheohar,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=8&dist_cd=37,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=8&dist_cd=37,=8,8,37,37
,,,,Bihar,bihar,Sitamarhi,/sitamarhi,,<li><a href='https://districts.ecourts.gov.in/sitamarhi'>Sitamarhi</a></li>,https://districts.ecourts.gov.in/sitamarhi,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=8&dist_cd=31,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=8&dist_cd=31,=8,8,31,31
,,,,Bihar,bihar,Siwan,/siwan,,<li><a href='https://districts.ecourts.gov.in/siwan'>Siwan</a></li>,https://districts.ecourts.gov.in/siwan,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=8&dist_cd=29,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=8&dist_cd=29,=8,8,29,29
,,,,Bihar,bihar,Supaul,/supaul,,<li><a href='https://districts.ecourts.gov.in/supaul'>Supaul</a></li>,https://districts.ecourts.gov.in/supaul,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=8&dist_cd=22,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=8&dist_cd=22,=8,8,22,22
,,,,Bihar,bihar,Vaishali,/vaishali,,<li><a href='https://districts.ecourts.gov.in/vaishali'>Vaishali</a></li>,https://districts.ecourts.gov.in/vaishali,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=8&dist_cd=39,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=8&dist_cd=39,=8,8,39,39
,,,,Bihar,bihar,West Champaran,/bettiah,,<li><a href='https://districts.ecourts.gov.in/bettiah'>West Champaran</a></li>,https://districts.ecourts.gov.in/bettiah,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=8&dist_cd=28,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=8&dist_cd=28,=8,8,28,28
,,,,Chandigarh,chandigarh-district-court,Chandigarh District Court,/chandigarh,</ul><p><b>Chandigarh</b></p><ul>,</ul><p><b>Chandigarh</b></p><ul><li><a href='https://districts.ecourts.gov.in/chandigarh'>Chandigarh District Court</a></li>,https://districts.ecourts.gov.in/chandigarh,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=27&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=27&dist_cd=1,27,27,=1,1
,,,,Chhattisgarh,chhattisgarh,Bilaspur,/bilaspur,</ul><p><b>Chhattisgarh</b></p><ul>,<li><a href='https://districts.ecourts.gov.in/bilaspur'>Bilaspur</a></li>,https://districts.ecourts.gov.in/bilaspur,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=2,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=2,18,18,=2,2
,,,,Chhattisgarh,chhattisgarh,Bastar,/bastar,,<li><a href='https://districts.ecourts.gov.in/bastar'>Bastar</a></li>,https://districts.ecourts.gov.in/bastar,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=15,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=15,18,18,15,15
,,,,Chhattisgarh,chhattisgarh,Bijapur,/bijapur,,<li><a href='https://districts.ecourts.gov.in/bijapur'>Bijapur</a></li>,https://districts.ecourts.gov.in/bijapur,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=0&dist_cd=0,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=0&dist_cd=0,=0,0,=0,0
,,,,Chhattisgarh,chhattisgarh,Dhamtari,/dhamtari,,<li><a href='https://districts.ecourts.gov.in/dhamtari'>Dhamtari</a></li>,https://districts.ecourts.gov.in/dhamtari,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=5,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=5,18,18,=5,5
,,,,Chhattisgarh,chhattisgarh,Durg,/durg,,<li><a href='https://districts.ecourts.gov.in/durg'>Durg</a></li>,https://districts.ecourts.gov.in/durg,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=7,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=7,18,18,=7,7
,,,,Chhattisgarh,chhattisgarh,Janjgir-Champa,/janjgir,,<li><a href='https://districts.ecourts.gov.in/janjgir'>Janjgir-Champa</a></li>,https://districts.ecourts.gov.in/janjgir,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=18,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=18,18,18,18,18
,,,,Chhattisgarh,chhattisgarh,Jashpur,/jashpur,,<li><a href='https://districts.ecourts.gov.in/jashpur'>Jashpur</a></li>,https://districts.ecourts.gov.in/jashpur,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=16,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=16,18,18,16,16
,,,,Chhattisgarh,chhattisgarh,Kabirdham-Kawardha,/kabirdham-kawardha,,<li><a href='https://districts.ecourts.gov.in/kabirdham-kawardha'>Kabirdham-Kawardha</a></li>,https://districts.ecourts.gov.in/kabirdham-kawardha,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=9,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=9,18,18,=9,9
,,,,Chhattisgarh,chhattisgarh,Korba,/korba,,<li><a href='https://districts.ecourts.gov.in/korba'>Korba</a></li>,https://districts.ecourts.gov.in/korba,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=1,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=1,18,18,=1,1
,,,,Chhattisgarh,chhattisgarh,Korea,/korea,,<li><a href='https://districts.ecourts.gov.in/korea'>Korea</a></li>,https://districts.ecourts.gov.in/korea,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/case_no.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/fir1.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/ki_petres.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/qs_civil_advocate.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/c_index.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_actwise.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_casetype.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_kiosk_order.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_order.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_partyorder.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/s_orderdate.php?state=D&state_cd=18&dist_cd=11,https://services.ecourts.gov.in/ecourtindia_v4_bilingual/cases/dailyboard.php?state=D&state_cd=18&dist_cd=11,18,18,11,11
